time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,bg_x,bg_y,bg_z,p00,p11,p22,p33,p44,p55,z_x,z_y,z_z,nis,S00,S11,S22,upd
1786181346.695844889,0.005843,-0.999799953,0.001757984,-0.014000829,-0.014175366,-0.178738,1.607122,1.622087,5.380182e-04,2.437071e-03,1.661853e-02,1.566088e-03,1.565760e-03,4.897414e-03,1.136402e-06,1.136402e-06,1.136402e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.700012684,0.004168,-0.999800071,0.001779710,-0.014000452,-0.014164673,-0.181246,1.607112,1.620826,5.380182e-04,2.437071e-03,1.661853e-02,1.566351e-03,1.566026e-03,4.897950e-03,1.136444e-06,1.136444e-06,1.136444e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.705712557,0.005700,-0.999799879,0.001791000,-0.014006304,-0.014171031,-0.182520,1.607802,1.621536,5.380182e-04,2.437071e-03,1.661853e-02,1.566711e-03,1.566386e-03,4.898684e-03,1.136501e-06,1.136501e-06,1.136501e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.710226536,0.004514,-0.999799684,0.001785450,-0.014011152,-0.014180671,-0.181861,1.608351,1.622649,5.380182e-04,2.437071e-03,1.661853e-02,1.566997e-03,1.566670e-03,4.899267e-03,1.136546e-06,1.136546e-06,1.136546e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.715368271,0.005142,-0.999799447,0.001809363,-0.014018974,-0.014186594,-0.184579,1.609287,1.623289,5.380182e-04,2.437071e-03,1.661853e-02,1.567322e-03,1.566997e-03,4.899927e-03,1.136598e-06,1.136598e-06,1.136598e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.719797611,0.004429,-0.999799477,0.001811092,-0.014018892,-0.014184367,-0.184781,1.609280,1.623031,5.380182e-04,2.437071e-03,1.661853e-02,1.567602e-03,1.567277e-03,4.900499e-03,1.136642e-06,1.136642e-06,1.136642e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.725695848,0.005898,-0.999799871,0.001813481,-0.014009331,-0.014165715,-0.185100,1.608185,1.620890,5.380182e-04,2.437071e-03,1.661853e-02,1.567972e-03,1.567649e-03,4.901263e-03,1.136701e-06,1.136701e-06,1.136701e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.729847908,0.004152,-0.999800015,0.001819461,-0.014002554,-0.014161491,-0.185803,1.607417,1.620397,5.380182e-04,2.437071e-03,1.661853e-02,1.568233e-03,1.567912e-03,4.901800e-03,1.136742e-06,1.136742e-06,1.136742e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.735693455,0.005846,-0.999800037,0.001830994,-0.013999206,-0.014161802,-0.187130,1.607052,1.620414,5.380182e-04,2.437071e-03,1.661853e-02,1.568601e-03,1.568282e-03,4.902555e-03,1.136801e-06,1.136801e-06,1.136801e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.739939213,0.004246,-0.999800025,0.001837269,-0.014003580,-0.014157462,-0.187849,1.607563,1.619906,5.380182e-04,2.437071e-03,1.661853e-02,1.568870e-03,1.568551e-03,4.903102e-03,1.136843e-06,1.136843e-06,1.136843e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.745673656,0.005734,-0.999799859,0.001833272,-0.014006636,-0.014166703,-0.187371,1.607908,1.620972,5.380182e-04,2.437071e-03,1.661853e-02,1.569232e-03,1.568913e-03,4.903844e-03,1.136901e-06,1.136901e-06,1.136901e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.749735117,0.004061,-0.999799749,0.001826116,-0.014008862,-0.014173188,-0.186537,1.608153,1.621726,5.380182e-04,2.437071e-03,1.661853e-02,1.569489e-03,1.569168e-03,4.904369e-03,1.136941e-06,1.136941e-06,1.136941e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.755716562,0.005981,-0.999799665,0.001822036,-0.014012038,-0.014176457,-0.186059,1.608511,1.622107,5.380182e-04,2.437071e-03,1.661853e-02,1.569867e-03,1.569545e-03,4.905142e-03,1.137001e-06,1.137001e-06,1.137001e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.760083437,0.004367,-0.999799695,0.001823807,-0.014014278,-0.014171932,-0.186266,1.608769,1.621585,5.380182e-04,2.437071e-03,1.661853e-02,1.570143e-03,1.569821e-03,4.905706e-03,1.137045e-06,1.137045e-06,1.137045e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.765690327,0.005607,-0.999799885,0.001835036,-0.014011044,-0.014160288,-0.187577,1.608415,1.620233,5.380182e-04,2.437071e-03,1.661853e-02,1.570497e-03,1.570177e-03,4.906431e-03,1.137101e-06,1.137101e-06,1.137101e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.769877672,0.004187,-0.999799932,0.001843329,-0.014008642,-0.014158281,-0.188534,1.608153,1.619990,5.380182e-04,2.437071e-03,1.661853e-02,1.570761e-03,1.570442e-03,4.906972e-03,1.137143e-06,1.137143e-06,1.137143e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.775723696,0.005846,-0.999799751,0.001845568,-0.014014776,-0.014164671,-0.188771,1.608861,1.620718,5.380182e-04,2.437071e-03,1.661853e-02,1.571132e-03,1.570812e-03,4.907727e-03,1.137201e-06,1.137201e-06,1.137201e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.779877186,0.004153,-0.999799689,0.001844885,-0.014014743,-0.014169187,-0.188685,1.608856,1.621237,5.380182e-04,2.437071e-03,1.661853e-02,1.571394e-03,1.571075e-03,4.908264e-03,1.137243e-06,1.137243e-06,1.137243e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.785692692,0.005816,-0.999799541,0.001828182,-0.014008744,-0.014187694,-0.186751,1.608145,1.623386,5.380182e-04,2.437071e-03,1.661853e-02,1.571760e-03,1.571440e-03,4.909019e-03,1.137301e-06,1.137301e-06,1.137301e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.789785385,0.004093,-0.999799580,0.001840830,-0.014012860,-0.014179243,-0.188207,1.608636,1.622396,5.380182e-04,2.437071e-03,1.661853e-02,1.572020e-03,1.571701e-03,4.909547e-03,1.137342e-06,1.137342e-06,1.137342e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.795679092,0.005894,-0.999799658,0.001846225,-0.014009567,-0.014176330,-0.188836,1.608267,1.622054,5.380182e-04,2.437071e-03,1.661853e-02,1.572392e-03,1.572074e-03,4.910309e-03,1.137401e-06,1.137401e-06,1.137401e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.800082684,0.004404,-0.999799732,0.001859735,-0.014009310,-0.014169591,-0.190395,1.608258,1.621260,5.380182e-04,2.437071e-03,1.661853e-02,1.572671e-03,1.572354e-03,4.910877e-03,1.137445e-06,1.137445e-06,1.137445e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.805676222,0.005594,-0.999799785,0.001852898,-0.014006360,-0.014169639,-0.189617,1.607909,1.621277,5.380182e-04,2.437071e-03,1.661853e-02,1.573024e-03,1.572707e-03,4.911603e-03,1.137501e-06,1.137501e-06,1.137501e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
1786181346.809868336,0.004192,-0.999799822,0.001850133,-0.014008573,-0.014165232,-0.189303,1.608157,1.620776,5.380182e-04,2.437071e-03,1.661853e-02,1.573289e-03,1.572972e-03,4.912145e-03,1.137543e-06,1.137543e-06,1.137543e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0
