time,dt,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg
1786181261.239719,0.004175,0.999975,-0.003438,0.006061,-0.000684,-0.394419,0.694226,-0.080797
1786181261.245564,0.005845,0.999975,-0.003449,0.006064,-0.000690,-0.395762,0.694573,-0.081497
1786181261.249689,0.004125,0.999975,-0.003458,0.006066,-0.000694,-0.396710,0.694818,-0.081991
1786181261.255552,0.005862,0.999975,-0.003444,0.006069,-0.000676,-0.395159,0.695186,-0.079830
1786181261.259798,0.004246,0.999975,-0.003434,0.006071,-0.000662,-0.394037,0.695452,-0.078265
1786181261.265398,0.005599,0.999976,-0.003410,0.006059,-0.000647,-0.391193,0.694092,-0.076532
1786181261.269944,0.004546,0.999976,-0.003390,0.006050,-0.000635,-0.388884,0.692988,-0.075124
1786181261.275542,0.005599,0.999976,-0.003386,0.006050,-0.000632,-0.388450,0.692986,-0.074767
1786181261.279791,0.004249,0.999976,-0.003383,0.006050,-0.000630,-0.388120,0.692984,-0.074496
1786181261.285550,0.005759,0.999976,-0.003367,0.006050,-0.000630,-0.386271,0.692979,-0.074480
1786181261.289931,0.004381,0.999976,-0.003355,0.006049,-0.000630,-0.384865,0.692975,-0.074468
1786181261.295534,0.005602,0.999976,-0.003357,0.006046,-0.000632,-0.385122,0.692627,-0.074792
1786181261.299590,0.004056,0.999976,-0.003358,0.006044,-0.000634,-0.385308,0.692374,-0.075027
1786181261.305536,0.005946,0.999976,-0.003373,0.006047,-0.000637,-0.387033,0.692729,-0.075376
1786181261.310018,0.004482,0.999976,-0.003385,0.006050,-0.000640,-0.388333,0.692997,-0.075639
1786181261.315541,0.005522,0.999976,-0.003375,0.006047,-0.000634,-0.387227,0.692660,-0.074947
1786181261.319750,0.004210,0.999976,-0.003368,0.006044,-0.000629,-0.386383,0.692403,-0.074420
1786181261.325541,0.005791,0.999976,-0.003367,0.006048,-0.000626,-0.386287,0.692754,-0.074053
1786181261.329856,0.004315,0.999976,-0.003366,0.006050,-0.000623,-0.386215,0.693016,-0.073780
1786181261.335537,0.005681,0.999976,-0.003366,0.006044,-0.000629,-0.386134,0.692313,-0.074453
1786181261.339804,0.004268,0.999976,-0.003367,0.006039,-0.000636,-0.386336,0.691783,-0.075219
1786181261.345534,0.005729,0.999976,-0.003333,0.006033,-0.000633,-0.382394,0.691081,-0.074849
1786181261.349713,0.004179,0.999976,-0.003337,0.006037,-0.000642,-0.382851,0.691581,-0.075861
1786181261.355541,0.005828,0.999976,-0.003324,0.006034,-0.000623,-0.381310,0.691235,-0.073708
1786181261.359812,0.004271,0.999976,-0.003316,0.006036,-0.000614,-0.380447,0.691499,-0.072656
1786181261.365566,0.005754,0.999976,-0.003312,0.006046,-0.000599,-0.379984,0.692559,-0.070890
1786181261.369636,0.004069,0.999976,-0.003309,0.006043,-0.000603,-0.379677,0.692304,-0.071374
1786181261.375540,0.005904,0.999976,-0.003293,0.006028,-0.000596,-0.377773,0.690502,-0.070626
1786181261.379865,0.004325,0.999976,-0.003290,0.006025,-0.000601,-0.377447,0.690231,-0.071140
1786181261.385539,0.005674,0.999976,-0.003292,0.006028,-0.000604,-0.377707,0.690571,-0.071473
1786181261.389805,0.004266,0.999976,-0.003287,0.006028,-0.000592,-0.377103,0.690576,-0.070159
1786181261.395570,0.005766,0.999976,-0.003317,0.006038,-0.000601,-0.380544,0.691619,-0.071206
1786181261.399539,0.003968,0.999976,-0.003312,0.006040,-0.000591,-0.379982,0.691866,-0.069986
1786181261.405538,0.006000,0.999976,-0.003308,0.006030,-0.000600,-0.379534,0.690756,-0.071061
1786181261.409837,0.004299,0.999976,-0.003315,0.006023,-0.000605,-0.380259,0.689961,-0.071568
1786181261.415556,0.005719,0.999976,-0.003317,0.006020,-0.000617,-0.380535,0.689598,-0.072946
1786181261.420071,0.004515,0.999976,-0.003314,0.006022,-0.000616,-0.380187,0.689870,-0.072936
1786181261.425561,0.005490,0.999976,-0.003304,0.006028,-0.000605,-0.379079,0.690545,-0.071585
1786181261.429631,0.004070,0.999976,-0.003308,0.006035,-0.000609,-0.379517,0.691283,-0.072075
1786181261.435550,0.005919,0.999976,-0.003282,0.006031,-0.000587,-0.376503,0.690933,-0.069528
1786181261.439735,0.004185,0.999976,-0.003272,0.006027,-0.000589,-0.375418,0.690417,-0.069768
1786181261.445678,0.005943,0.999976,-0.003278,0.006014,-0.000598,-0.376062,0.688954,-0.070831
1786181261.449753,0.004075,0.999976,-0.003277,0.006012,-0.000607,-0.376010,0.688696,-0.071813
1786181261.455553,0.005800,0.999976,-0.003280,0.006015,-0.000610,-0.376276,0.689043,-0.072153
1786181261.459779,0.004225,0.999976,-0.003286,0.006020,-0.000603,-0.376974,0.689560,-0.071371
1786181261.465569,0.005791,0.999976,-0.003297,0.006026,-0.000590,-0.378279,0.690271,-0.069946
1786181261.469815,0.004246,0.999976,-0.003295,0.006026,-0.000593,-0.377956,0.690266,-0.070194
1786181261.475560,0.005745,0.999976,-0.003285,0.006019,-0.000596,-0.376817,0.689558,-0.070524
1786181261.479704,0.004144,0.999976,-0.003280,0.006013,-0.000596,-0.376245,0.688796,-0.070507
1786181261.485561,0.005858,0.999976,-0.003276,0.006013,-0.000605,-0.375808,0.688784,-0.071564
1786181261.489680,0.004119,0.999976,-0.003271,0.006017,-0.000596,-0.375228,0.689290,-0.070550
1786181261.495543,0.005862,0.999976,-0.003267,0.006023,-0.000571,-0.374743,0.690019,-0.067676
1786181261.499924,0.004381,0.999976,-0.003271,0.006028,-0.000564,-0.375198,0.690555,-0.066865
1786181261.505565,0.005641,0.999976,-0.003282,0.006034,-0.000582,-0.376511,0.691226,-0.068920
1786181261.509842,0.004277,0.999976,-0.003275,0.006020,-0.000588,-0.375670,0.689651,-0.069681
1786181261.515534,0.005692,0.999976,-0.003271,0.006011,-0.000594,-0.375240,0.688599,-0.070354
1786181261.519798,0.004264,0.999976,-0.003266,0.006011,-0.000601,-0.374662,0.688591,-0.071123
1786181261.525538,0.005740,0.999976,-0.003271,0.006017,-0.000592,-0.375259,0.689293,-0.070060
1786181261.529853,0.004315,0.999976,-0.003264,0.006019,-0.000589,-0.374398,0.689555,-0.069787
1786181261.535544,0.005691,0.999976,-0.003266,0.006025,-0.000580,-0.374642,0.690252,-0.068733
1786181261.539792,0.004248,0.999976,-0.003263,0.006028,-0.000587,-0.374325,0.690502,-0.069501
1786181261.545534,0.005742,0.999976,-0.003256,0.006018,-0.000593,-0.373541,0.689442,-0.070180
1786181261.549819,0.004285,0.999976,-0.003271,0.006016,-0.000606,-0.375323,0.689166,-0.071736
1786181261.555548,0.005729,0.999976,-0.003283,0.006019,-0.000609,-0.376635,0.689509,-0.072072
1786181261.559649,0.004101,0.999976,-0.003278,0.006023,-0.000598,-0.376055,0.690014,-0.070812
1786181261.565547,0.005898,0.999976,-0.003277,0.006027,-0.000601,-0.375966,0.690367,-0.071158
1786181261.569840,0.004292,0.999976,-0.003272,0.006029,-0.000594,-0.375364,0.690630,-0.070362
1786181261.575317,0.005477,0.999976,-0.003265,0.006029,-0.000597,-0.374613,0.690624,-0.070681
1786181261.579780,0.004463,0.999976,-0.003265,0.006026,-0.000595,-0.374539,0.690349,-0.070395
1786181261.585544,0.005764,0.999976,-0.003258,0.006020,-0.000591,-0.373740,0.689643,-0.070023
1786181261.589821,0.004277,0.999976,-0.003259,0.006020,-0.000587,-0.373927,0.689643,-0.069489
1786181261.595541,0.005720,0.999976,-0.003262,0.006023,-0.000596,-0.374198,0.689980,-0.070523
1786181261.599776,0.004235,0.999976,-0.003266,0.006023,-0.000598,-0.374651,0.689975,-0.070770
1786181261.605540,0.005764,0.999976,-0.003277,0.006032,-0.000607,-0.375979,0.691019,-0.071816
1786181261.609967,0.004428,0.999976,-0.003284,0.006035,-0.000609,-0.376723,0.691284,-0.072076
1786181261.615564,0.005597,0.999976,-0.003289,0.006032,-0.000615,-0.377326,0.690933,-0.072741
1786181261.619759,0.004195,0.999976,-0.003288,0.006027,-0.000624,-0.377272,0.690410,-0.073751
1786181261.625533,0.005774,0.999976,-0.003309,0.006036,-0.000636,-0.379664,0.691454,-0.075152
1786181261.630096,0.004563,0.999976,-0.003323,0.006043,-0.000643,-0.381273,0.692280,-0.075980
1786181261.635398,0.005302,0.999976,-0.003308,0.006043,-0.000632,-0.379556,0.692284,-0.074671
1786181261.639707,0.004308,0.999976,-0.003296,0.006041,-0.000632,-0.378173,0.692017,-0.074657
1786181261.645545,0.005838,0.999976,-0.003292,0.006044,-0.000638,-0.377732,0.692364,-0.075356
1786181261.649722,0.004178,0.999976,-0.003292,0.006044,-0.000642,-0.377672,0.692357,-0.075855
1786181261.655654,0.005931,0.999976,-0.003294,0.006038,-0.000642,-0.377940,0.691628,-0.075834
1786181261.659702,0.004048,0.999976,-0.003294,0.006038,-0.000640,-0.377873,0.691626,-0.075576
1786181261.665535,0.005834,0.999976,-0.003277,0.006035,-0.000643,-0.376005,0.691263,-0.075913
1786181261.669891,0.004356,0.999976,-0.003274,0.006034,-0.000643,-0.375670,0.691260,-0.075901
1786181261.675418,0.005527,0.999976,-0.003279,0.006037,-0.000645,-0.376261,0.691590,-0.076226
1786181261.679634,0.004216,0.999976,-0.003286,0.006044,-0.000636,-0.376954,0.692365,-0.075190
1786181261.685544,0.005910,0.999976,-0.003275,0.006044,-0.000639,-0.375783,0.692358,-0.075534
1786181261.689816,0.004272,0.999976,-0.003275,0.006035,-0.000637,-0.375712,0.691313,-0.075255
1786181261.695538,0.005722,0.999976,-0.003259,0.006026,-0.000640,-0.373879,0.690258,-0.075581
1786181261.699827,0.004289,0.999976,-0.003260,0.006028,-0.000638,-0.374070,0.690518,-0.075309
1786181261.705543,0.005716,0.999976,-0.003226,0.006022,-0.000619,-0.370117,0.689829,-0.073196
1786181261.709738,0.004196,0.999976,-0.003216,0.006024,-0.000615,-0.369020,0.690085,-0.072674
1786181261.715533,0.005795,0.999977,-0.003191,0.006021,-0.000602,-0.366081,0.689736,-0.071241
1786181261.719675,0.004142,0.999977,-0.003181,0.006014,-0.000596,-0.364995,0.688979,-0.070466
1786181261.725542,0.005867,0.999977,-0.003193,0.006011,-0.000605,-0.366348,0.688609,-0.071522
1786181261.729748,0.004206,0.999977,-0.003188,0.006009,-0.000603,-0.365764,0.688350,-0.071252
1786181261.735543,0.005795,0.999977,-0.003197,0.006009,-0.000606,-0.366738,0.688343,-0.071590
1786181261.739971,0.004429,0.999977,-0.003201,0.006006,-0.000610,-0.367215,0.688066,-0.072117
1786181261.745354,0.005383,0.999977,-0.003211,0.006012,-0.000607,-0.368440,0.688720,-0.071777
1786181261.749746,0.004392,0.999976,-0.003230,0.006024,-0.000616,-0.370528,0.690050,-0.072846
1786181261.755538,0.005791,0.999976,-0.003247,0.006030,-0.000616,-0.372557,0.690752,-0.072835
1786181261.759789,0.004251,0.999976,-0.003253,0.006028,-0.000618,-0.373271,0.690488,-0.073081
1786181261.765586,0.005798,0.999976,-0.003243,0.006018,-0.000618,-0.372118,0.689421,-0.073058
1786181261.769690,0.004103,0.999976,-0.003241,0.006018,-0.000622,-0.371808,0.689414,-0.073548
1786181261.775538,0.005848,0.999977,-0.003227,0.006012,-0.000622,-0.370288,0.688696,-0.073527
1786181261.779745,0.004207,0.999977,-0.003218,0.006010,-0.000611,-0.369179,0.688444,-0.072230
1786181261.785538,0.005793,0.999977,-0.003211,0.006019,-0.000617,-0.368388,0.689495,-0.072928
1786181261.789714,0.004176,0.999977,-0.003210,0.006017,-0.000610,-0.368313,0.689241,-0.072150
1786181261.795534,0.005820,0.999977,-0.003213,0.006010,-0.000619,-0.368589,0.688519,-0.073195
1786181261.799728,0.004194,0.999977,-0.003221,0.006010,-0.000626,-0.369555,0.688511,-0.073951
1786181261.805533,0.005805,0.999977,-0.003223,0.006017,-0.000629,-0.369822,0.689212,-0.074294
1786181261.809847,0.004314,0.999976,-0.003234,0.006023,-0.000622,-0.371061,0.690004,-0.073498
1786181261.815535,0.005688,0.999976,-0.003246,0.006029,-0.000622,-0.372359,0.690693,-0.073486
1786181261.819754,0.004219,0.999976,-0.003252,0.006034,-0.000624,-0.373068,0.691203,-0.073736
1786181261.825535,0.005782,0.999976,-0.003251,0.006028,-0.000614,-0.372964,0.690499,-0.072657
1786181261.829703,0.004168,0.999976,-0.003241,0.006019,-0.000614,-0.371880,0.689478,-0.072638
1786181261.835538,0.005835,0.999976,-0.003259,0.006016,-0.000620,-0.373933,0.689113,-0.073332
1786181261.839836,0.004298,0.999976,-0.003247,0.006011,-0.000618,-0.372550,0.688586,-0.073055
1786181261.845571,0.005735,0.999976,-0.003246,0.006020,-0.000615,-0.372455,0.689634,-0.072696
1786181261.849676,0.004105,0.999976,-0.003244,0.006022,-0.000610,-0.372133,0.689884,-0.072185
1786181261.855539,0.005863,0.999976,-0.003237,0.006032,-0.000604,-0.371316,0.690957,-0.071460
1786181261.859827,0.004288,0.999976,-0.003231,0.006029,-0.000604,-0.370725,0.690692,-0.071447
1786181261.865416,0.005588,0.999977,-0.003216,0.006011,-0.000613,-0.368943,0.688634,-0.072441
1786181261.869648,0.004232,0.999977,-0.003217,0.006005,-0.000619,-0.369144,0.687851,-0.073200
1786181261.875541,0.005894,0.999977,-0.003214,0.006005,-0.000626,-0.368699,0.687841,-0.073903
1786181261.879970,0.004429,0.999977,-0.003211,0.006009,-0.000616,-0.368346,0.688385,-0.072813
1786181261.885624,0.005655,0.999977,-0.003195,0.006009,-0.000604,-0.366514,0.688389,-0.071417
1786181261.889551,0.003926,0.999977,-0.003194,0.006009,-0.000600,-0.366446,0.688389,-0.070927
1786181261.895544,0.005993,0.999977,-0.003200,0.006009,-0.000616,-0.367105,0.688372,-0.072739
1786181261.899836,0.004292,0.999977,-0.003185,0.005998,-0.000613,-0.365462,0.687061,-0.072457
1786181261.905538,0.005702,0.999977,-0.003179,0.005988,-0.000625,-0.364692,0.686003,-0.073827
1786181261.909724,0.004186,0.999977,-0.003176,0.005991,-0.000614,-0.364355,0.686263,-0.072539
1786181261.915550,0.005826,0.999977,-0.003169,0.005997,-0.000592,-0.363521,0.686985,-0.070038
1786181261.919722,0.004172,0.999977,-0.003168,0.005997,-0.000588,-0.363449,0.686985,-0.069518
1786181261.925545,0.005823,0.999977,-0.003161,0.006000,-0.000581,-0.362638,0.687340,-0.068793
1786181261.929625,0.004080,0.999977,-0.003156,0.006000,-0.000588,-0.362084,0.687332,-0.069529
1786181261.935533,0.005908,0.999977,-0.003165,0.005990,-0.000591,-0.363076,0.686243,-0.069867
1786181261.939804,0.004271,0.999977,-0.003173,0.005988,-0.000591,-0.364052,0.685979,-0.069853
1786181261.945549,0.005744,0.999977,-0.003163,0.005994,-0.000581,-0.362896,0.686682,-0.068790
1786181261.950089,0.004540,0.999977,-0.003163,0.005999,-0.000576,-0.362818,0.687235,-0.068227
1786181261.955165,0.005076,0.999977,-0.003170,0.006002,-0.000565,-0.363652,0.687549,-0.066975
1786181261.959821,0.004657,0.999977,-0.003179,0.006007,-0.000573,-0.364725,0.688108,-0.067819
1786181261.965650,0.005829,0.999977,-0.003178,0.006000,-0.000576,-0.364637,0.687389,-0.068154
1786181261.969613,0.003963,0.999977,-0.003174,0.005994,-0.000573,-0.364088,0.686662,-0.067896
1786181261.975549,0.005936,0.999977,-0.003157,0.005991,-0.000564,-0.362169,0.686302,-0.066791
1786181261.979809,0.004260,0.999977,-0.003154,0.005995,-0.000566,-0.361845,0.686816,-0.067042
1786181261.985576,0.005767,0.999977,-0.003184,0.006008,-0.000578,-0.365290,0.688211,-0.068444
1786181261.989836,0.004259,0.999977,-0.003177,0.006008,-0.000571,-0.364434,0.688212,-0.067652
1786181261.995555,0.005719,0.999977,-0.003164,0.006004,-0.000574,-0.362951,0.687856,-0.067983
1786181261.999798,0.004243,0.999977,-0.003156,0.006000,-0.000581,-0.362116,0.687329,-0.068745
1786181262.005547,0.005749,0.999977,-0.003165,0.005997,-0.000590,-0.363090,0.686967,-0.069780
1786181262.010034,0.004487,0.999977,-0.003179,0.005999,-0.000592,-0.364665,0.687235,-0.070043
1786181262.015439,0.005405,0.999977,-0.003186,0.006005,-0.000589,-0.365566,0.687893,-0.069702
1786181262.019627,0.004188,0.999977,-0.003177,0.006003,-0.000580,-0.364465,0.687640,-0.068667
1786181262.025537,0.005910,0.999977,-0.003154,0.005999,-0.000561,-0.361820,0.687288,-0.066484
1786181262.029858,0.004321,0.999977,-0.003142,0.005997,-0.000566,-0.360439,0.687018,-0.066998
1786181262.035622,0.005764,0.999977,-0.003132,0.005988,-0.000572,-0.359301,0.685953,-0.067679
1786181262.039600,0.003977,0.999977,-0.003127,0.005979,-0.000574,-0.358755,0.684977,-0.067905
1786181262.045556,0.005956,0.999977,-0.003139,0.005976,-0.000570,-0.360110,0.684611,-0.067522
1786181262.049809,0.004253,0.999977,-0.003138,0.005978,-0.000570,-0.360043,0.684867,-0.067512
1786181262.055541,0.005732,0.999977,-0.003159,0.005987,-0.000582,-0.362418,0.685903,-0.068903
1786181262.059752,0.004211,0.999977,-0.003154,0.005987,-0.000573,-0.361825,0.685906,-0.067863
1786181262.065537,0.005785,0.999977,-0.003144,0.005984,-0.000570,-0.360670,0.685550,-0.067492
1786181262.069803,0.004266,0.999977,-0.003130,0.005980,-0.000568,-0.359037,0.685027,-0.067216
1786181262.075560,0.005756,0.999977,-0.003141,0.005974,-0.000565,-0.360347,0.684322,-0.066845
1786181262.079657,0.004098,0.999977,-0.003160,0.005976,-0.000573,-0.362545,0.684562,-0.067835
1786181262.085550,0.005893,0.999977,-0.003153,0.005976,-0.000576,-0.361736,0.684555,-0.068179
1786181262.089951,0.004401,0.999977,-0.003155,0.005978,-0.000578,-0.361938,0.684818,-0.068437
1786181262.095589,0.005638,0.999977,-0.003148,0.005978,-0.000581,-0.361165,0.684812,-0.068766
1786181262.099739,0.004150,0.999977,-0.003148,0.005980,-0.000579,-0.361096,0.685063,-0.068502
1786181262.105544,0.005805,0.999977,-0.003153,0.005980,-0.000582,-0.361717,0.685056,-0.068841
1786181262.109849,0.004305,0.999977,-0.003157,0.005978,-0.000577,-0.362168,0.684793,-0.068302
1786181262.115559,0.005709,0.999977,-0.003156,0.005975,-0.000583,-0.362086,0.684435,-0.068981
1786181262.119774,0.004215,0.999977,-0.003158,0.005977,-0.000594,-0.362292,0.684681,-0.070257
1786181262.125556,0.005782,0.999977,-0.003163,0.005980,-0.000600,-0.362915,0.685024,-0.070949
1786181262.129914,0.004358,0.999977,-0.003165,0.005977,-0.000602,-0.363115,0.684753,-0.071202
1786181262.135549,0.005635,0.999977,-0.003158,0.005984,-0.000584,-0.362313,0.685449,-0.069127
1786181262.139865,0.004316,0.999977,-0.003155,0.005983,-0.000589,-0.361987,0.685442,-0.069642
1786181262.145546,0.005681,0.999977,-0.003161,0.005980,-0.000592,-0.362595,0.685089,-0.069971
1786181262.149780,0.004234,0.999977,-0.003160,0.005974,-0.000592,-0.362528,0.684310,-0.069954
1786181262.155546,0.005766,0.999977,-0.003168,0.005974,-0.000601,-0.363505,0.684298,-0.070994
1786181262.159865,0.004320,0.999977,-0.003166,0.005969,-0.000605,-0.363179,0.683764,-0.071506
1786181262.165565,0.005700,0.999977,-0.003177,0.005972,-0.000605,-0.364481,0.684107,-0.071493
1786181262.169733,0.004168,0.999977,-0.003181,0.005976,-0.000607,-0.364926,0.684611,-0.071739
1786181262.175542,0.005809,0.999977,-0.003195,0.005986,-0.000607,-0.366607,0.685670,-0.071730
1786181262.179779,0.004236,0.999977,-0.003197,0.005983,-0.000607,-0.366799,0.685408,-0.071716
1786181262.185635,0.005856,0.999977,-0.003181,0.005968,-0.000603,-0.364914,0.683618,-0.071331
1786181262.189738,0.004103,0.999977,-0.003178,0.005965,-0.000608,-0.364605,0.683361,-0.071819
1786181262.195533,0.005795,0.999977,-0.003162,0.005959,-0.000602,-0.362736,0.682653,-0.071092
1786181262.200155,0.004622,0.999977,-0.003171,0.005962,-0.000604,-0.363795,0.682930,-0.071363
1786181262.205538,0.005383,0.999977,-0.003182,0.005967,-0.000604,-0.365024,0.683582,-0.071352
1786181262.209905,0.004368,0.999977,-0.003193,0.005972,-0.000608,-0.366294,0.684108,-0.071877
1786181262.215539,0.005634,0.999977,-0.003180,0.005960,-0.000605,-0.364825,0.682730,-0.071509
1786181262.219799,0.004261,0.999977,-0.003170,0.005951,-0.000607,-0.363720,0.681685,-0.071750
1786181262.225538,0.005739,0.999977,-0.003191,0.005954,-0.000622,-0.366102,0.682019,-0.073488
1786181262.229877,0.004339,0.999977,-0.003165,0.005949,-0.000618,-0.363114,0.681489,-0.072943
1786181262.235368,0.005491,0.999977,-0.003167,0.005955,-0.000600,-0.363339,0.682168,-0.070922
1786181262.239692,0.004324,0.999977,-0.003164,0.005960,-0.000593,-0.362997,0.682697,-0.070121
1786181262.245539,0.005847,0.999977,-0.003166,0.005963,-0.000593,-0.363261,0.683049,-0.070107
1786181262.249811,0.004273,0.999977,-0.003166,0.005956,-0.000602,-0.363206,0.682256,-0.071134
1786181262.255397,0.005585,0.999977,-0.003162,0.005944,-0.000608,-0.362784,0.680884,-0.071792
1786181262.259849,0.004452,0.999977,-0.003162,0.005944,-0.000615,-0.362724,0.680875,-0.072595
1786181262.265682,0.005833,0.999977,-0.003161,0.005947,-0.000608,-0.362623,0.681231,-0.071869
1786181262.269733,0.004051,0.999977,-0.003160,0.005947,-0.000595,-0.362541,0.681237,-0.070374
1786181262.275550,0.005817,0.999977,-0.003162,0.005953,-0.000595,-0.362804,0.681942,-0.070363
1786181262.279777,0.004226,0.999977,-0.003173,0.005960,-0.000597,-0.364030,0.682710,-0.070614
1786181262.285546,0.005769,0.999977,-0.003181,0.005953,-0.000603,-0.365003,0.681997,-0.071298
1786181262.289744,0.004198,0.999977,-0.003197,0.005949,-0.000607,-0.366736,0.681478,-0.071795
1786181262.295545,0.005801,0.999977,-0.003187,0.005946,-0.000607,-0.365582,0.681119,-0.071777
1786181262.299922,0.004377,0.999977,-0.003214,0.005957,-0.000609,-0.368722,0.682449,-0.072041
1786181262.305541,0.005619,0.999977,-0.003222,0.005963,-0.000606,-0.369658,0.683133,-0.071687
1786181262.310184,0.004643,0.999977,-0.003234,0.005968,-0.000604,-0.370998,0.683697,-0.071394
1786181262.315399,0.005215,0.999977,-0.003222,0.005966,-0.000595,-0.369631,0.683381,-0.070423
1786181262.319633,0.004234,0.999977,-0.003224,0.005961,-0.000597,-0.369825,0.682859,-0.070666
1786181262.325547,0.005914,0.999977,-0.003242,0.005955,-0.000616,-0.371923,0.682118,-0.072811
1786181262.329918,0.004371,0.999977,-0.003246,0.005957,-0.000614,-0.372384,0.682383,-0.072534
1786181262.335537,0.005619,0.999977,-0.003251,0.005966,-0.000613,-0.372981,0.683407,-0.072526
1786181262.339684,0.004146,0.999977,-0.003253,0.005966,-0.000602,-0.373153,0.683412,-0.071249
1786181262.345545,0.005861,0.999977,-0.003249,0.005969,-0.000599,-0.372699,0.683767,-0.070877
1786181262.349943,0.004399,0.999977,-0.003236,0.005967,-0.000601,-0.371290,0.683493,-0.071132
1786181262.355553,0.005610,0.999977,-0.003233,0.005958,-0.000607,-0.370867,0.682457,-0.071795
1786181262.359704,0.004150,0.999977,-0.003217,0.005944,-0.000612,-0.369034,0.680930,-0.072280
1786181262.365594,0.005891,0.999977,-0.003206,0.005944,-0.000627,-0.367883,0.680914,-0.074061
1786181262.369828,0.004234,0.999977,-0.003195,0.005949,-0.000623,-0.366518,0.681430,-0.073536
1786181262.375571,0.005743,0.999977,-0.003197,0.005958,-0.000613,-0.366765,0.682484,-0.072476
1786181262.379724,0.004153,0.999977,-0.003198,0.005958,-0.000609,-0.366947,0.682483,-0.071957
1786181262.385652,0.005929,0.999977,-0.003198,0.005961,-0.000618,-0.366866,0.682833,-0.073029
1786181262.389722,0.004069,0.999977,-0.003206,0.005961,-0.000622,-0.367801,0.682827,-0.073514
1786181262.395550,0.005828,0.999977,-0.003202,0.005955,-0.000622,-0.367352,0.682110,-0.073494
1786181262.399569,0.004019,0.999977,-0.003210,0.005961,-0.000626,-0.368276,0.682840,-0.073978
1786181262.405566,0.005997,0.999977,-0.003203,0.005970,-0.000620,-0.367440,0.683937,-0.073237
1786181262.410419,0.004853,0.999977,-0.003218,0.005976,-0.000628,-0.369151,0.684520,-0.074116
1786181262.415703,0.005285,0.999977,-0.003225,0.005976,-0.000622,-0.370028,0.684520,-0.073456
1786181262.419760,0.004056,0.999977,-0.003227,0.005971,-0.000626,-0.370217,0.684018,-0.073937
1786181262.425543,0.005783,0.999977,-0.003223,0.005962,-0.000623,-0.369768,0.682957,-0.073561
1786181262.429857,0.004314,0.999977,-0.003225,0.005957,-0.000632,-0.369975,0.682420,-0.074599
1786181262.435571,0.005714,0.999977,-0.003224,0.005957,-0.000632,-0.369885,0.682415,-0.074583
1786181262.439776,0.004205,0.999977,-0.003221,0.005964,-0.000638,-0.369571,0.683176,-0.075347
1786181262.445572,0.005796,0.999977,-0.003230,0.005967,-0.000638,-0.370540,0.683525,-0.075333
1786181262.449613,0.004041,0.999977,-0.003225,0.005965,-0.000629,-0.369971,0.683282,-0.074334
1786181262.455535,0.005921,0.999977,-0.003237,0.005971,-0.000639,-0.371336,0.683992,-0.075406
1786181262.459755,0.004221,0.999977,-0.003243,0.005971,-0.000643,-0.372048,0.683985,-0.075910
1786181262.465407,0.005651,0.999977,-0.003257,0.005968,-0.000652,-0.373696,0.683629,-0.076927
1786181262.469826,0.004419,0.999977,-0.003259,0.005968,-0.000656,-0.373902,0.683622,-0.077454
1786181262.475659,0.005833,0.999977,-0.003267,0.005974,-0.000659,-0.374882,0.684327,-0.077799
1786181262.479750,0.004091,0.999977,-0.003267,0.005974,-0.000655,-0.374811,0.684327,-0.077288
1786181262.485550,0.005800,0.999977,-0.003254,0.005974,-0.000646,-0.373290,0.684329,-0.076210
1786181262.489863,0.004313,0.999977,-0.003246,0.005976,-0.000646,-0.372432,0.684588,-0.076200
1786181262.495622,0.005759,0.999977,-0.003261,0.005982,-0.000648,-0.374103,0.685284,-0.076540
1786181262.499624,0.004002,0.999977,-0.003262,0.005980,-0.000650,-0.374287,0.685035,-0.076772
1786181262.505537,0.005912,0.999977,-0.003274,0.005983,-0.000663,-0.375654,0.685381,-0.078202
1786181262.509896,0.004360,0.999977,-0.003271,0.005986,-0.000660,-0.375315,0.685646,-0.077925
1786181262.515534,0.005637,0.999977,-0.003249,0.005983,-0.000648,-0.372801,0.685306,-0.076531
1786181262.520031,0.004498,0.999977,-0.003253,0.005980,-0.000648,-0.373279,0.685028,-0.076517
1786181262.525544,0.005512,0.999977,-0.003241,0.005974,-0.000648,-0.371846,0.684350,-0.076497
1786181262.529730,0.004186,0.999977,-0.003247,0.005972,-0.000655,-0.372555,0.684086,-0.077251
1786181262.535543,0.005813,0.999977,-0.003246,0.005969,-0.000664,-0.372476,0.683720,-0.078297
1786181262.539834,0.004291,0.999977,-0.003250,0.005966,-0.000666,-0.372934,0.683452,-0.078545
1786181262.545532,0.005698,0.999977,-0.003243,0.005969,-0.000672,-0.372157,0.683791,-0.079228
1786181262.549808,0.004276,0.999977,-0.003238,0.005967,-0.000670,-0.371564,0.683528,-0.078953
1786181262.555541,0.005733,0.999977,-0.003259,0.005976,-0.000676,-0.373931,0.684568,-0.079644
1786181262.559924,0.004384,0.999977,-0.003258,0.005981,-0.000678,-0.373865,0.685098,-0.079903
1786181262.565577,0.005653,0.999977,-0.003261,0.005984,-0.000684,-0.374129,0.685434,-0.080580
1786181262.569749,0.004171,0.999977,-0.003256,0.005977,-0.000681,-0.373550,0.684668,-0.080309
1786181262.575562,0.005813,0.999977,-0.003236,0.005971,-0.000691,-0.371342,0.683947,-0.081353
